type,air_temperature_[k],process_temperature_[k],rotational_speed_[rpm],torque_[nm],tool_wear_[min],twf,hdf,pwf,osf,rnf,machine_failure
1,298.4,309.0,1544.0,38.8,97,0,0,0,0,0,0
0,298.0,307.7,1430.0,47.3,49,0,0,0,0,0,0
1,300.3,311.5,1540.0,41.5,151,0,0,0,0,0,0
1,303.2,311.5,1336.0,58.2,2,0,0,0,0,0,1
0,303.7,312.7,1359.0,56.8,194,0,0,0,0,0,1
0,303.6,312.5,1345.0,54.1,126,0,0,0,0,0,0
2,298.5,309.4,1573.0,36.0,97,0,0,0,0,0,0
0,298.0,308.8,1489.0,36.5,109,0,0,0,0,0,0
0,298.9,310.2,1654.0,31.1,158,0,0,0,0,0,0
1,303.4,312.9,1422.0,39.9,63,0,0,0,0,0,0
1,300.3,309.6,1398.0,53.7,82,0,0,0,0,0,0
0,298.8,308.6,1331.0,62.8,81,0,0,0,0,0,0
0,300.9,311.0,1499.0,38.0,111,0,0,0,0,0,0
0,301.0,312.2,1264.0,59.0,57,0,0,0,0,0,0
0,296.4,307.4,1899.5,12.800000000000011,213,0,0,0,0,0,1
1,296.3,307.2,1454.0,42.5,35,0,0,0,0,0,0
1,301.5,310.8,1452.0,44.1,157,0,0,0,0,0,0
1,300.3,309.8,1444.0,42.0,3,0,0,0,0,0,0
0,296.6,307.4,1521.0,38.6,173,0,0,0,0,0,0
0,298.6,308.4,1485.0,42.9,38,0,0,0,0,0,0
1,299.0,310.4,1625.0,37.1,131,0,0,0,0,0,0
0,303.7,313.1,1423.0,41.2,124,0,0,0,0,0,0
0,303.9,312.7,1800.0,24.3,158,0,0,0,0,0,0
0,299.4,309.1,1432.0,45.4,137,0,0,0,0,0,0
0,297.0,307.9,1455.0,49.0,204,0,0,0,0,0,0
1,302.6,311.0,1591.0,33.9,119,0,0,0,0,0,0
1,301.3,310.4,1635.0,32.5,110,0,0,0,0,0,0
0,298.0,309.2,1527.0,32.4,99,0,0,0,0,0,0
1,298.8,308.7,1446.0,45.5,49,0,0,0,0,0,0
0,302.3,310.7,1499.0,37.8,137,0,0,0,0,0,0
0,300.1,311.3,1899.5,12.800000000000011,64,0,0,0,0,0,1
2,299.0,308.5,1623.0,33.5,154,0,0,0,0,0,0
0,303.5,312.8,1607.0,38.4,92,0,0,0,0,0,0
2,300.2,311.6,1662.0,28.8,162,0,0,0,0,0,0
0,303.9,312.9,1526.0,42.5,194,0,0,0,0,0,0
0,302.0,310.9,1495.0,38.6,52,0,0,0,0,0,0
0,302.7,312.0,1828.0,24.0,63,0,0,0,0,0,0
0,300.6,309.5,1437.0,40.0,55,0,0,0,0,0,0
2,301.6,310.6,1555.0,40.4,139,0,0,0,0,0,0
0,303.4,312.7,1363.0,45.5,26,0,0,0,0,0,0
0,300.1,310.5,1492.0,50.9,111,0,0,0,0,0,0
0,299.0,309.0,1469.0,40.1,13,0,0,0,0,0,0
0,296.5,307.6,1415.0,44.2,106,0,0,0,0,0,0
2,297.4,309.3,1516.0,43.0,83,0,0,0,0,0,0
0,300.2,311.8,1798.0,23.2,210,0,0,0,0,0,0
1,299.8,311.1,1498.0,38.1,176,0,0,0,0,0,0
0,296.6,307.4,1465.0,47.8,187,0,0,0,0,0,0
0,298.2,309.0,1596.0,37.2,87,0,0,0,0,0,0
0,303.6,312.9,1873.0,23.5,7,0,0,0,0,0,0
1,299.8,310.6,1694.0,31.3,121,0,0,0,0,0,0
0,297.5,308.3,1596.0,36.8,77,0,0,0,0,0,0
1,298.1,309.1,1572.0,37.5,126,0,0,0,0,0,0
0,301.9,311.0,1899.5,12.800000000000011,31,0,0,0,0,0,1
1,296.2,307.3,1477.0,35.2,53,0,0,0,0,0,0
0,300.9,310.3,1321.0,48.8,150,0,0,0,0,0,0
0,302.4,311.0,1573.0,36.5,193,0,0,0,0,0,0
0,298.0,308.9,1578.0,35.6,153,0,0,0,0,0,0
1,298.8,310.1,1501.0,48.7,192,0,0,0,0,0,0
1,297.6,308.8,1416.0,45.9,101,0,0,0,0,0,0
1,298.2,309.2,1524.0,34.6,161,0,0,0,0,0,0
0,297.4,308.7,1510.0,36.2,92,0,0,0,0,0,0
0,301.0,310.9,1568.0,38.2,172,0,0,0,0,0,0
1,297.3,308.7,1451.0,43.8,24,0,0,0,0,0,0
0,302.8,312.1,1520.0,39.9,48,0,0,0,0,0,0
0,301.4,310.3,1492.0,41.4,195,0,0,0,0,0,0
0,301.8,309.7,1598.0,30.4,124,0,0,0,0,0,0
0,304.2,313.4,1568.0,37.6,25,0,0,0,0,0,0
0,299.0,308.6,1434.0,45.9,108,0,0,0,0,0,0
1,301.8,310.6,1459.0,40.2,128,0,0,0,0,0,0
0,302.2,311.3,1570.0,36.1,0,0,0,0,0,0,0
0,300.5,309.9,1503.0,37.4,175,0,0,0,0,0,0
0,300.7,310.7,1450.0,43.4,80,0,0,0,0,0,0
1,298.3,308.5,1629.0,37.1,170,0,0,0,0,0,0
2,298.9,308.4,1632.0,31.8,17,0,0,0,0,0,0
0,300.8,310.7,1358.0,48.1,198,0,0,0,0,0,0
1,301.8,309.8,1546.0,39.8,121,0,0,0,0,0,0
0,300.2,309.2,1667.0,29.9,75,0,0,0,0,0,0
0,303.4,312.3,1287.0,54.8,54,0,0,0,0,0,0
1,301.7,310.1,1743.0,27.3,210,0,0,0,0,0,0
2,300.6,310.0,1483.0,44.0,97,0,0,0,0,0,0
2,300.2,310.3,1408.0,42.5,0,0,0,0,0,0,0
0,298.4,308.3,1473.0,39.9,184,0,0,0,0,0,0
1,299.1,310.3,1838.0,24.0,235,0,0,0,0,0,0
0,299.0,309.9,1630.0,34.0,92,0,0,0,0,0,0
0,299.7,309.3,1779.0,25.5,129,0,0,0,0,0,0
0,297.3,308.3,1410.0,48.1,23,0,0,0,0,0,0
1,303.5,312.9,1618.0,30.4,130,0,0,0,0,0,0
2,303.8,312.5,1447.0,46.6,198,0,0,0,0,0,0
1,300.7,311.2,1769.0,26.5,63,0,0,0,0,0,0
0,298.1,308.0,1704.0,30.9,61,0,0,0,0,0,0
1,298.1,308.6,1415.0,46.3,27,0,0,0,0,0,0
1,300.9,310.8,1599.0,33.0,7,0,0,0,0,0,0
0,300.1,309.8,1430.0,56.7,44,0,0,0,0,0,0
1,302.6,311.7,1430.0,51.7,32,0,0,0,0,0,0
0,300.7,310.0,1395.0,48.0,85,0,0,0,0,0,0
1,300.3,311.7,1646.0,28.9,198,0,0,0,0,0,0
1,301.5,310.7,1416.0,53.2,69,0,0,0,0,0,0
0,302.9,312.4,1550.0,36.9,194,0,0,0,0,0,0
1,302.7,311.6,1899.5,12.800000000000011,2,0,0,0,0,0,1
0,302.6,310.3,1479.0,40.4,105,0,0,0,0,0,0
0,300.2,309.9,1566.0,36.4,170,0,0,0,0,0,0
0,302.4,311.8,1543.0,31.1,96,0,0,0,0,0,0
0,298.3,307.7,1576.0,33.8,171,0,0,0,0,0,0
0,297.1,308.3,1496.0,45.8,190,0,0,0,0,0,0
0,298.2,309.0,1899.5,13.8,45,0,0,0,0,0,0
0,300.5,310.5,1373.0,47.4,56,0,0,0,0,0,0
1,300.3,309.5,1405.0,49.4,77,0,0,0,0,0,0
0,302.4,311.0,1423.0,46.2,186,0,0,0,0,0,0
0,298.1,307.6,1899.5,20.3,202,0,0,0,0,0,0
0,301.0,310.9,1428.0,45.3,47,0,0,0,0,0,0
0,299.1,310.5,1485.0,37.8,46,0,0,0,0,0,0
1,303.6,311.8,1421.0,44.8,101,0,0,0,0,0,1
0,296.2,307.2,1515.0,36.5,38,0,0,0,0,0,0
0,301.3,311.0,1542.0,33.6,80,0,0,0,0,0,0
0,297.7,307.6,1899.5,22.9,68,0,0,0,0,0,0
0,299.7,311.1,1439.0,44.9,174,0,0,0,0,0,0
0,299.0,310.3,1428.0,46.3,175,0,0,0,0,0,0
1,301.4,311.0,1234.0,55.8,152,0,0,0,0,0,0
1,304.2,313.8,1481.0,44.9,136,0,0,0,0,0,0
0,301.0,312.3,1550.0,34.9,111,0,0,0,0,0,0
0,296.8,307.9,1271.0,61.4,125,0,0,0,0,0,0
0,302.3,310.9,1899.5,19.7,190,0,0,0,0,0,0
2,298.8,309.0,1497.0,43.8,147,0,0,0,0,0,0
0,297.9,309.8,1899.5,21.3,29,0,0,0,0,0,0
0,298.9,308.5,1429.0,55.1,140,0,0,0,0,0,0
0,302.5,310.3,1523.0,36.0,72,0,0,0,0,0,0
1,299.2,308.4,1396.0,48.5,5,0,0,0,0,0,0
0,304.2,313.4,1735.0,28.9,192,0,0,0,0,0,0
0,302.9,312.1,1334.0,54.7,88,0,0,0,0,0,0
1,297.3,308.0,1403.0,45.0,77,0,0,0,0,0,0
1,297.8,309.1,1432.0,42.6,17,0,0,0,0,0,0
0,302.2,311.6,1872.0,20.4,202,0,0,0,0,0,0
0,303.8,313.2,1531.0,39.4,159,0,0,0,0,0,0
0,301.4,310.4,1559.0,36.0,196,0,0,0,0,0,0
1,298.0,308.7,1430.0,51.9,47,0,0,0,0,0,0
1,300.4,309.3,1411.0,41.6,160,0,0,0,0,0,0
1,302.1,310.8,1504.0,37.5,42,0,0,0,0,0,0
0,298.7,309.8,1402.0,54.3,128,0,0,0,0,0,0
1,298.4,309.7,1870.0,22.5,170,0,0,0,0,0,0
0,300.5,309.5,1255.0,62.1,138,0,0,0,0,0,0
0,297.9,309.0,1583.0,36.7,104,0,0,0,0,0,0
1,299.1,310.8,1517.0,38.4,185,0,0,0,0,0,0
0,298.9,308.7,1389.0,44.9,69,0,0,0,0,0,0
1,298.1,307.7,1633.0,30.7,145,0,0,0,0,0,0
0,296.6,307.6,1459.0,40.2,96,0,0,0,0,0,0
0,300.5,311.5,1316.0,49.7,55,0,0,0,0,0,0
1,303.4,312.2,1615.0,35.7,56,0,0,0,0,0,0
0,298.2,307.8,1804.0,25.1,108,0,0,0,0,0,0
0,298.0,307.6,1654.0,28.9,123,0,0,0,0,0,0
2,303.8,313.2,1506.0,46.9,154,0,0,0,0,0,0
1,304.0,313.3,1415.0,52.8,82,0,0,0,0,0,0
0,299.0,310.3,1437.0,47.8,99,0,0,0,0,0,0
2,300.4,311.9,1438.0,46.7,41,0,0,0,0,0,0
1,301.7,311.0,1537.0,33.5,146,0,0,0,0,0,0
0,299.3,310.5,1505.0,38.8,30,0,0,0,0,0,0
1,301.2,310.1,1295.0,56.6,39,0,0,0,0,0,0
0,302.5,312.2,1738.0,25.3,14,0,0,0,0,0,0
0,299.4,308.7,1381.0,56.7,102,0,0,0,0,0,0
0,297.9,309.1,1619.0,34.7,33,0,0,0,0,0,0
0,299.0,310.0,1582.0,31.9,51,0,0,0,0,0,0
1,302.0,310.9,1558.0,45.3,193,0,0,0,0,0,0
1,301.9,310.6,1412.0,46.5,89,0,0,0,0,0,0
1,297.1,308.5,1515.0,42.1,81,0,0,0,0,0,0
0,295.8,306.3,1337.0,54.6,87,0,0,0,0,0,0
1,299.8,309.4,1401.0,48.1,143,0,0,0,0,0,0
0,301.5,310.5,1528.0,35.7,198,0,0,0,0,0,0
2,300.7,311.9,1329.0,59.2,121,0,0,0,0,0,0
0,302.2,310.6,1346.0,47.5,109,0,0,0,0,0,1
1,297.0,307.9,1569.0,33.3,141,0,0,0,0,0,0
1,301.2,310.0,1445.0,45.6,18,0,0,0,0,0,0
2,300.7,312.3,1446.0,45.4,86,0,0,0,0,0,0
0,300.2,311.6,1356.0,53.5,132,0,0,0,0,0,0
0,300.6,311.0,1543.0,34.7,89,0,0,0,0,0,0
0,300.7,310.1,1376.0,50.8,75,0,0,0,0,0,0
0,301.4,310.4,1689.0,30.6,110,0,0,0,0,0,0
0,298.4,309.2,1583.0,35.4,112,0,0,0,0,0,0
0,300.0,310.4,1333.0,49.1,131,0,0,0,0,0,0
1,302.3,310.9,1762.0,24.5,73,0,0,0,0,0,0
1,300.3,310.2,1429.0,44.7,203,0,0,0,0,0,0
0,297.5,309.3,1404.0,43.5,195,0,0,0,0,0,0
2,300.0,310.5,1558.0,36.7,137,0,0,0,0,0,0
2,298.4,307.7,1626.0,31.1,166,0,0,0,0,0,0
1,298.3,309.1,1296.0,58.7,201,0,0,0,0,0,0
1,300.9,310.5,1702.0,29.3,32,0,0,0,0,0,0
0,297.3,308.3,1550.0,37.0,54,0,0,0,0,0,0
2,303.4,311.9,1402.0,50.0,54,0,0,0,0,0,0
0,303.6,313.1,1395.0,44.1,120,0,0,0,0,0,0
0,302.1,311.0,1351.0,49.5,196,0,0,0,0,0,0
2,300.0,309.5,1735.0,28.9,82,0,0,0,0,0,0
0,297.2,308.6,1562.0,33.0,84,0,0,0,0,0,0
1,300.7,311.7,1899.5,18.9,232,0,0,0,0,0,1
1,298.5,309.3,1488.0,43.7,189,0,0,0,0,0,0
0,302.1,310.6,1439.0,40.0,7,0,0,0,0,0,0
0,299.8,310.1,1553.0,42.0,177,0,0,0,0,0,0
0,300.7,309.3,1425.0,45.3,100,0,0,0,0,0,0
0,297.9,307.6,1298.0,52.7,132,0,0,0,0,0,0
1,298.8,308.4,1604.0,29.5,14,0,0,0,0,0,0
0,300.2,309.5,1495.0,32.6,49,0,0,0,0,0,0
0,299.5,309.1,1863.0,22.5,79,0,0,0,0,0,0
1,300.5,309.4,1899.5,16.3,59,0,0,0,0,0,0
2,298.0,307.4,1606.0,35.2,195,0,0,0,0,0,0
0,298.0,308.2,1514.0,37.9,9,0,0,0,0,0,0
0,302.9,312.4,1899.5,23.9,244,0,0,0,0,0,0
0,298.7,308.4,1750.0,25.8,72,0,0,0,0,0,0
0,296.9,307.9,1435.0,41.6,139,0,0,0,0,0,0
0,299.4,309.2,1564.0,39.0,26,0,0,0,0,0,0
0,300.3,311.7,1317.0,56.5,7,0,0,0,0,0,0
2,298.9,308.4,1449.0,42.4,149,0,0,0,0,0,0
0,298.0,308.6,1532.0,42.6,54,0,0,0,0,0,0
2,296.2,307.0,1542.0,40.6,28,0,0,0,0,0,0
1,299.4,309.1,1352.0,44.7,172,0,0,0,0,0,0
0,298.8,309.8,1563.0,33.7,143,0,0,0,0,0,0
0,298.3,308.9,1379.0,54.7,91,0,0,0,0,0,0
0,301.7,310.1,1424.0,50.2,54,0,0,0,0,0,0
0,298.7,310.1,1676.0,33.5,70,0,0,0,0,0,0
1,302.5,310.5,1527.0,38.8,136,0,0,0,0,0,0
0,299.6,310.1,1384.0,49.8,11,0,0,0,0,0,0
0,300.3,311.8,1451.0,41.0,55,0,0,0,0,0,0
0,300.3,309.3,1612.0,36.0,158,0,0,0,0,0,0
0,301.0,309.5,1430.0,48.5,122,0,0,0,0,0,0
0,300.9,310.5,1616.0,33.5,25,0,0,0,0,0,0
0,300.6,310.9,1433.0,42.6,101,0,0,0,0,0,0
2,301.3,310.1,1469.0,39.7,179,0,0,0,0,0,0
0,297.7,307.4,1643.0,36.5,55,0,0,0,0,0,0
0,297.1,308.4,1468.0,44.4,197,0,0,0,0,0,0
0,300.0,311.4,1604.0,38.7,185,0,0,0,0,0,0
1,298.9,308.6,1574.0,33.5,128,0,0,0,0,0,0
1,299.7,308.9,1478.0,41.0,87,0,0,0,0,0,0
0,300.7,310.5,1445.0,41.1,201,0,0,0,0,0,0
0,298.9,310.2,1623.0,37.2,177,0,0,0,0,0,0
0,298.1,308.1,1410.0,45.8,71,0,0,0,0,0,0
0,300.1,309.3,1654.0,31.0,201,0,0,0,0,0,0
0,301.8,310.0,1393.0,44.9,208,0,0,0,0,0,0
1,301.5,310.7,1510.0,36.0,64,0,0,0,0,0,0
1,297.6,308.7,1408.0,54.8,147,0,0,0,0,0,0
0,299.8,309.4,1436.0,51.6,158,0,0,0,0,0,0
2,300.3,309.9,1405.0,52.1,205,0,0,0,0,0,0
1,297.3,308.9,1799.0,24.5,137,0,0,0,0,0,0
0,301.3,310.6,1481.0,40.9,57,0,0,0,0,0,0
2,298.7,309.6,1755.0,26.9,73,0,0,0,0,0,0
2,299.9,311.4,1497.0,37.0,162,0,0,0,0,0,0
0,300.5,310.3,1336.0,57.1,29,0,0,0,0,0,0
0,302.0,310.8,1767.0,27.4,11,0,0,0,0,0,0
0,299.4,310.7,1551.0,41.2,3,0,0,0,0,0,0
0,301.8,310.2,1457.0,40.4,213,0,0,0,0,0,0
0,297.3,308.5,1764.0,30.8,148,0,0,0,0,0,0
1,298.9,309.6,1434.0,43.8,180,0,0,0,0,0,0
0,301.2,309.9,1643.0,32.9,171,0,0,0,0,0,0
1,295.8,306.3,1444.0,45.5,76,0,0,0,0,0,0
0,296.9,307.7,1424.0,43.3,120,0,0,0,0,0,0
0,298.2,309.0,1413.0,55.0,145,0,0,0,0,0,0
1,302.0,310.4,1828.0,26.3,82,0,0,0,0,0,0
1,300.5,310.0,1406.0,50.2,119,0,0,0,0,0,0
0,300.4,309.6,1432.0,44.7,192,0,0,0,0,0,0
0,299.9,309.5,1779.0,26.1,169,0,0,0,0,0,0
1,297.2,307.9,1541.0,35.7,169,0,0,0,0,0,0
0,297.1,308.2,1427.0,45.2,136,0,0,0,0,0,0
1,298.2,307.9,1403.0,45.1,193,0,0,0,0,0,0
0,302.9,312.2,1510.0,41.4,94,0,0,0,0,0,0
1,302.9,312.4,1659.0,33.1,152,0,0,0,0,0,0
1,297.9,307.3,1420.0,47.8,171,0,0,0,0,0,0
2,302.3,310.1,1688.0,30.4,115,0,0,0,0,0,0
0,300.0,311.4,1508.0,38.2,18,0,0,0,0,0,0
2,301.6,310.5,1602.0,32.3,2,0,0,0,0,0,0
0,298.0,308.2,1611.0,30.6,195,0,0,0,0,0,0
0,298.9,309.7,1449.0,48.8,147,0,0,0,0,0,0
0,297.4,308.8,1462.0,49.7,132,0,0,0,0,0,0
0,300.5,311.4,1442.0,47.0,53,0,0,0,0,0,0
0,302.7,311.2,1545.0,35.1,128,0,0,0,0,0,0
0,300.0,309.7,1586.0,37.8,103,0,0,0,0,0,0
0,297.2,307.9,1441.0,40.0,195,0,0,0,0,0,0
0,302.8,312.2,1458.0,51.0,42,0,0,0,0,0,0
0,302.5,310.3,1592.0,32.6,174,0,0,0,0,0,0
0,298.9,310.0,1482.0,41.1,82,0,0,0,0,0,0
0,302.4,310.2,1899.5,16.0,154,0,0,0,0,0,0
0,304.1,313.3,1438.0,45.5,188,0,0,0,0,0,0
0,300.7,312.3,1577.0,33.2,100,0,0,0,0,0,0
0,301.9,310.5,1477.0,42.4,128,0,0,0,0,0,0
0,302.5,311.5,1521.0,44.1,37,0,0,0,0,0,0
0,302.4,311.1,1652.0,33.9,139,0,0,0,0,0,0
0,298.6,309.7,1294.0,59.4,104,0,0,0,0,0,0
2,301.5,310.8,1591.0,29.6,33,0,0,0,0,0,0
1,299.1,309.5,1339.0,48.2,86,0,0,0,0,0,0
0,295.8,306.6,1621.0,31.6,95,0,0,0,0,0,0
1,304.0,312.7,1456.0,51.2,160,0,0,0,0,0,0
2,302.7,310.5,1568.0,36.9,28,0,0,0,0,0,0
1,304.1,313.6,1441.0,43.7,131,0,0,0,0,0,0
0,298.1,309.9,1642.0,30.4,58,0,0,0,0,0,0
1,298.0,308.7,1479.0,58.5,176,0,0,0,0,0,1
0,302.4,311.8,1493.0,38.4,132,0,0,0,0,0,0
2,303.6,311.9,1544.0,37.1,88,0,0,0,0,0,0
1,301.9,311.0,1638.0,35.4,116,0,0,0,0,0,0
0,298.4,309.6,1477.0,35.6,101,0,0,0,0,0,0
0,298.3,309.1,1437.0,38.0,93,0,0,0,0,0,0
0,297.5,309.1,1611.0,30.2,211,0,0,0,0,0,0
2,298.0,307.8,1588.0,35.4,114,0,0,0,0,0,0
1,298.8,309.8,1377.0,49.6,27,0,0,0,0,0,0
0,298.7,308.5,1480.0,42.2,58,0,0,0,0,0,0
2,298.7,309.7,1565.0,39.3,94,0,0,0,0,0,0
0,298.8,308.3,1634.0,27.9,12,0,0,0,0,0,0
1,302.7,310.8,1555.0,36.1,35,0,0,0,0,0,0
1,297.3,308.5,1520.0,42.4,171,0,0,0,0,0,0
0,298.8,308.9,1398.0,51.5,0,0,0,0,0,0,0
1,300.8,311.2,1365.0,51.7,111,0,0,0,0,0,0
0,302.0,310.9,1446.0,44.0,64,0,0,0,0,0,0
1,301.1,310.6,1479.0,41.1,72,0,0,0,0,0,0
1,300.7,310.8,1465.0,45.2,92,0,0,0,0,0,0
0,304.1,313.3,1732.0,28.5,132,0,0,0,0,0,0
2,297.7,308.4,1288.0,49.5,91,0,0,0,0,0,0
2,299.2,310.6,1704.0,30.6,160,0,0,0,0,0,0
2,302.1,311.0,1729.0,26.1,210,0,0,0,0,0,0
0,299.6,309.2,1602.0,37.3,31,0,0,0,0,0,0
0,299.3,308.5,1510.0,45.4,72,0,0,0,0,0,0
0,300.9,311.3,1613.0,32.7,170,0,0,0,0,0,0
1,299.5,309.1,1422.0,45.3,103,0,0,0,0,0,0
0,297.4,309.2,1420.0,45.6,193,0,0,0,0,0,0
1,297.7,308.9,1531.0,48.3,84,0,0,0,0,0,0
1,297.8,309.4,1495.0,36.5,132,0,0,0,0,0,0
0,300.8,311.7,1681.0,31.3,221,0,0,0,0,0,0
1,300.0,310.4,1385.0,52.1,128,0,0,0,0,0,0
1,297.1,308.6,1717.0,31.3,61,0,0,0,0,0,0
0,296.2,306.9,1526.0,34.9,140,0,0,0,0,0,0
0,302.2,311.4,1390.0,48.1,40,0,0,0,0,0,0
0,297.4,308.0,1383.0,46.2,188,0,0,0,0,0,0
2,302.4,311.9,1366.0,47.3,162,0,0,0,0,0,0
0,297.3,308.3,1309.0,61.5,56,0,0,0,0,0,0
1,301.7,310.6,1380.0,45.8,70,0,0,0,0,0,0
0,303.2,311.4,1514.0,41.2,230,0,0,0,0,0,0
0,299.5,309.1,1357.0,47.3,106,0,0,0,0,0,0
0,300.7,310.7,1507.0,46.1,209,0,0,0,0,0,0
1,299.2,310.4,1395.0,55.4,76,0,0,0,0,0,0
0,300.2,309.2,1431.0,51.3,57,0,0,0,0,0,0
1,298.7,308.6,1722.0,24.7,64,0,0,0,0,0,0
0,299.3,308.6,1482.0,37.6,132,0,0,0,0,0,0
0,298.7,309.9,1465.0,39.7,72,0,0,0,0,0,0
2,297.4,308.2,1585.0,46.2,37,0,0,0,0,0,0
0,302.8,312.2,1481.0,40.2,230,0,0,0,0,0,0
0,301.0,309.6,1724.0,28.1,133,0,0,0,0,0,0
1,303.4,311.8,1899.5,18.3,207,0,0,0,0,0,0
0,299.4,308.8,1390.0,57.0,92,0,0,0,0,0,0
0,299.0,310.3,1475.0,42.4,93,0,0,0,0,0,0
0,301.6,310.5,1593.0,34.5,102,0,0,0,0,0,0
0,301.6,310.7,1380.0,51.8,216,0,0,0,0,0,1
0,300.2,311.4,1568.0,41.0,32,0,0,0,0,0,0
0,297.4,308.3,1483.0,38.8,23,0,0,0,0,0,0
0,298.5,309.5,1569.0,41.0,153,0,0,0,0,0,0
1,302.0,310.4,1212.0,55.6,79,0,0,0,0,0,1
0,301.6,311.0,1485.0,40.1,142,0,0,0,0,0,0
0,297.5,308.9,1390.0,44.6,140,0,0,0,0,0,0
0,299.3,308.8,1341.0,47.7,199,0,0,0,0,0,0
1,303.1,312.3,1623.0,31.6,101,0,0,0,0,0,0
0,299.1,310.2,1352.0,52.8,41,0,0,0,0,0,0
2,296.7,307.9,1579.0,33.4,50,0,0,0,0,0,0
0,299.2,310.6,1498.0,41.1,88,0,0,0,0,0,0
1,296.3,307.4,1899.5,19.1,67,0,0,0,0,0,0
0,303.7,313.0,1456.0,45.5,51,0,0,0,0,0,0
1,297.4,308.3,1535.0,34.6,51,0,0,0,0,0,0
0,300.0,309.1,1431.0,45.4,90,0,0,0,0,0,0
0,301.9,310.7,1405.0,48.8,78,0,0,0,0,0,0
1,300.6,310.0,1542.0,33.9,100,0,0,0,0,0,0
1,302.3,311.4,1899.5,23.2,25,0,0,0,0,0,0
1,298.0,308.7,1436.0,48.2,201,0,0,0,0,0,0
1,298.8,309.3,1618.0,35.1,173,0,0,0,0,0,0
0,297.8,307.7,1505.0,39.7,25,0,0,0,0,0,0
0,300.7,310.4,1416.0,61.8,209,0,0,0,0,0,1
1,296.6,307.7,1474.0,52.6,101,0,0,0,0,0,0
1,300.4,309.7,1367.0,51.2,143,0,0,0,0,0,0
0,299.5,308.6,1672.0,30.5,177,0,0,0,0,0,0
0,301.6,310.8,1899.5,21.8,148,0,0,0,0,0,0
0,299.2,308.5,1544.0,41.6,146,0,0,0,0,0,0
0,300.7,311.2,1452.0,44.4,33,0,0,0,0,0,0
0,299.3,308.6,1371.0,50.5,136,0,0,0,0,0,0
0,297.2,308.6,1500.0,37.1,161,0,0,0,0,0,0
1,302.3,311.2,1454.0,43.8,112,0,0,0,0,0,0
1,299.5,309.0,1602.0,31.3,210,0,0,0,0,0,0
0,299.1,309.5,1512.0,39.0,75,0,0,0,0,0,0
0,298.9,309.9,1592.0,32.0,60,0,0,0,0,0,0
0,299.6,310.9,1533.0,31.8,91,0,0,0,0,0,0
0,298.8,310.1,1653.0,30.3,119,0,0,0,0,0,0
0,297.8,307.5,1581.0,33.1,116,0,0,0,0,0,0
0,297.7,307.2,1668.0,37.8,5,0,0,0,0,0,0
1,298.9,309.2,1412.0,44.1,140,0,0,0,0,0,0
0,299.7,309.1,1473.0,39.4,125,0,0,0,0,0,0
0,299.1,310.6,1326.0,49.7,78,0,0,0,0,0,0
1,302.3,311.8,1443.0,43.4,175,0,0,0,0,0,0
1,300.1,309.6,1625.0,38.0,46,0,0,0,0,0,0
0,298.2,307.6,1368.0,51.8,5,0,0,0,0,0,0
2,301.4,310.5,1421.0,43.8,182,0,0,0,0,0,0
1,297.2,308.5,1487.0,46.9,173,0,0,0,0,0,0
0,299.2,310.6,1534.0,39.7,83,0,0,0,0,0,0
0,301.4,310.7,1590.0,36.3,43,0,0,0,0,0,0
1,302.3,311.3,1339.0,50.8,123,0,0,0,0,0,0
1,298.8,308.6,1571.0,33.7,61,0,0,0,0,0,0
0,299.1,310.6,1380.0,44.7,170,0,0,0,0,0,0
1,300.9,310.4,1576.0,40.4,92,0,0,0,0,0,0
1,297.0,307.9,1422.0,53.0,115,0,0,0,0,0,0
0,302.4,310.7,1362.0,54.8,155,0,0,0,0,0,1
1,300.2,309.8,1394.0,47.4,21,0,0,0,0,0,0
0,304.1,313.2,1366.0,46.6,35,0,0,0,0,0,0
1,300.7,310.5,1594.0,31.0,196,0,0,0,0,0,0
0,303.8,312.6,1565.0,36.0,179,0,0,0,0,0,0
0,298.1,308.8,1432.0,43.4,68,0,0,0,0,0,0
0,302.0,310.9,1564.0,39.0,15,0,0,0,0,0,0
0,300.9,310.7,1740.0,25.3,164,0,0,0,0,0,0
1,301.5,310.5,1612.0,29.8,148,0,0,0,0,0,0
1,301.9,310.9,1419.0,47.7,20,0,0,0,0,0,1
0,298.4,308.9,1501.0,50.0,203,0,0,0,0,0,0
0,301.8,311.0,1322.0,53.0,166,0,0,0,0,0,0
0,296.8,308.0,1371.0,54.5,86,0,0,0,0,0,0
0,297.4,308.3,1472.0,45.5,2,0,0,0,0,0,0
0,302.4,311.2,1448.0,50.5,53,0,0,0,0,0,0
0,298.6,309.9,1356.0,59.5,34,0,0,0,0,0,0
1,300.2,310.3,1593.0,36.1,36,0,0,0,0,0,0
1,300.8,310.8,1461.0,41.3,53,0,0,0,0,0,0
0,299.2,308.4,1711.0,28.9,197,0,0,0,0,0,0
0,302.2,310.7,1567.0,36.4,100,0,0,0,0,0,0
0,301.4,310.6,1899.5,18.0,99,0,0,0,0,0,0
2,300.7,310.2,1479.0,52.3,9,0,0,0,0,0,0
0,300.5,310.8,1509.0,33.0,153,0,0,0,0,0,0
0,299.4,308.7,1512.0,37.2,126,0,0,0,0,0,0
0,301.6,310.9,1538.0,40.4,13,0,0,0,0,0,0
