torque,wear_torque_interaction,power,rot_speed,temp_diff,tool_wear,air_temp,type_encoded,process_temp,machine_failure
67.19999999999999,5107.199999999999,8916.091278300117,1267.0,9.400000000000034,76,299.2,0,308.6,1
55.1,4297.8,7933.830447253223,1375.0,9.5,78,299.2,2,308.7,0
48.9,4058.7,7281.771948049638,1422.0,9.300000000000011,83,299.3,0,308.6,0
48.7,4139.5,7180.591720653023,1408.0,9.399999999999977,85,299.3,0,308.7,0
42.5,3697.5,6408.849013323178,1440.0,9.5,87,299.4,0,308.9,0
25.2,2242.7999999999997,4676.197833015335,1772.0,9.5,89,299.3,0,308.8,0
37.8,3439.7999999999997,5905.9428613365235,1492.0,9.5,91,299.2,0,308.7,0
30.5,2836.5,5270.021676396877,1650.0,9.5,93,299.2,0,308.7,0
14.6,1387.0,2898.0459191080004,1895.5,9.5,95,299.1,1,308.6,0
30.8,3018.4,5315.407218265738,1648.0,9.600000000000023,98,299.0,0,308.6,0
31.7,3170.0,5487.325640245684,1653.0,9.600000000000023,100,299.0,0,308.6,0
22.3,2274.6,4426.467396993727,1895.5,9.600000000000023,102,299.0,0,308.6,0
36.6,3806.4,5959.915423125196,1555.0,9.5,104,299.1,0,308.6,0
32.2,3413.2000000000003,5600.852326770907,1661.0,9.600000000000023,106,299.0,0,308.6,0
45.9,4957.2,6892.717113829077,1434.0,9.600000000000023,108,299.0,0,308.6,0
54.2,5962.0,7361.526513548772,1297.0,9.600000000000023,110,299.0,0,308.6,0
46.4,5196.8,7123.289070651544,1466.0,9.600000000000023,112,299.0,0,308.6,0
39.8,4537.2,6322.622766957649,1517.0,9.700000000000045,114,298.9,1,308.6,0
34.5,4036.5,6293.552562936432,1742.0,9.600000000000023,117,298.9,0,308.5,0
39.1,4652.900000000001,6469.377031782341,1580.0,9.600000000000023,119,298.9,0,308.5,0
42.9,5190.9,6891.460476767641,1534.0,9.600000000000023,121,298.9,1,308.5,0
40.7,5046.8,6312.161263421196,1481.0,9.700000000000045,124,298.9,0,308.6,0
37.7,4750.200000000001,5641.598783487967,1429.0,9.600000000000023,126,299.0,0,308.6,0
33.5,4288.0,5521.76796770454,1574.0,9.700000000000045,128,298.9,1,308.6,0
40.4,5292.4,6447.553434815404,1524.0,9.700000000000045,131,298.9,1,308.6,0
37.5,5025.0,5917.975161199773,1507.0,9.699999999999989,134,299.0,0,308.7,0
44.7,6079.200000000001,6866.987469996178,1467.0,9.600000000000023,136,298.9,0,308.5,0
51.1,7051.8,6961.884512085613,1301.0,9.5,138,298.9,0,308.4,0
55.1,7714.0,8245.413606636259,1429.0,9.600000000000023,140,298.9,0,308.5,0
37.6,5339.2,6122.754642336267,1555.0,9.600000000000023,142,298.9,1,308.5,0
40.6,5887.0,6390.187952960855,1503.0,9.600000000000023,145,298.9,0,308.5,0
43.1,6335.7,6585.081889214053,1459.0,9.600000000000023,147,298.9,0,308.5,0
42.4,6317.599999999999,6433.730427139609,1449.0,9.5,149,298.9,2,308.4,0
57.3,8824.199999999999,8322.613010110472,1387.0,9.600000000000023,154,298.9,0,308.5,0
50.0,7800.0,7623.598172711231,1456.0,9.600000000000023,156,298.9,1,308.5,0
34.7,5517.3,5828.575906254119,1604.0,9.5,159,299.0,0,308.5,0
32.4,5216.4,5883.323394230677,1734.0,9.600000000000023,161,299.0,0,308.6,0
47.8,7791.4,6897.722718123797,1378.0,9.600000000000023,163,299.0,0,308.6,0
41.8,6896.999999999999,6583.437789058674,1504.0,9.800000000000011,165,298.9,0,308.7,0
49.8,8316.6,7311.491414552596,1402.0,9.800000000000011,167,298.9,1,308.7,0
37.7,6409.000000000001,6016.652586449029,1524.0,9.800000000000011,170,298.8,2,308.6,0
35.5,6212.5,5922.059231649439,1593.0,9.800000000000011,175,298.8,0,308.6,0
28.4,5026.8,5270.000732445853,1772.0,9.800000000000011,177,298.9,1,308.7,0
31.0,5580.0,5268.7650393354415,1623.0,9.700000000000045,180,298.9,2,308.6,0
50.7,9379.5,7199.399388672513,1356.0,9.800000000000011,185,298.9,0,308.7,0
41.6,7779.2,6534.512719466769,1500.0,9.800000000000011,187,298.9,2,308.7,0
46.6,8947.2,7641.986961710244,1566.0,9.699999999999989,192,299.1,2,308.8,0
43.4,8549.8,6567.2900028192225,1445.0,9.799999999999955,197,299.1,0,308.9,0
58.5,11641.5,8466.278042159132,1382.0,9.800000000000011,199,299.0,2,308.8,0
45.7,9322.800000000001,6786.112403117265,1418.0,9.800000000000011,204,299.0,1,308.8,0
53.6,11095.2,7459.648924095893,1329.0,9.699999999999989,207,299.1,0,308.8,1
41.0,8569.0,6401.623350219921,1491.0,9.699999999999989,209,299.1,1,308.8,0
37.4,7928.799999999999,6160.684137640607,1573.0,9.699999999999989,212,299.2,1,308.9,0
42.3,9094.5,6737.491020815205,1521.0,9.699999999999989,215,299.2,1,308.9,0
47.2,10289.6,7251.0471718975305,1467.0,9.799999999999955,218,299.1,0,308.9,0
48.4,10648.0,6715.677895823781,1325.0,9.799999999999955,220,299.1,1,308.9,0
32.3,7202.9,5469.418562120221,1617.0,9.799999999999955,223,299.1,0,308.9,0
42.7,9607.5,6599.983510367581,1476.0,9.799999999999955,225,299.1,1,308.9,0
48.9,11149.199999999999,7758.005978407315,1515.0,9.800000000000011,228,299.2,0,309.0,1
47.2,0.0,6959.423597840301,1408.0,9.800000000000011,0,299.2,0,309.0,0
45.6,91.2,7010.0241835141205,1468.0,9.900000000000034,2,299.2,0,309.1,0
48.7,194.8,7073.494827092147,1387.0,9.900000000000034,4,299.2,0,309.1,0
34.7,208.20000000000002,5461.564580486248,1503.0,9.900000000000034,6,299.2,1,309.1,0
47.1,423.90000000000003,6954.543657251725,1410.0,9.900000000000034,9,299.2,2,309.1,0
30.6,428.40000000000003,5175.145578258466,1615.0,9.899999999999977,14,299.0,0,308.9,0
35.9,574.4,5680.512644490432,1511.0,9.899999999999977,16,299.0,0,308.9,0
53.8,968.4,7915.661569739962,1405.0,9.899999999999977,18,299.1,0,309.0,0
41.1,822.0,6567.876433447893,1526.0,9.899999999999977,20,299.0,1,308.9,0
38.3,880.9,6136.472930256942,1530.0,9.900000000000034,23,298.9,0,308.8,0
32.5,812.5,5387.569601518696,1583.0,9.699999999999989,25,299.0,0,308.7,0
18.7,504.9,3711.880732008192,1895.5,9.700000000000045,27,298.9,0,308.6,0
35.0,1015.0,5461.135229490257,1490.0,9.699999999999989,29,298.8,0,308.5,0
29.0,899.0,5272.011351744151,1736.0,9.699999999999989,31,298.8,0,308.5,0
44.4,1465.2,6486.132192601486,1395.0,9.699999999999989,33,298.8,0,308.5,0
49.6,1736.0,7401.5922918575525,1425.0,9.700000000000045,35,298.9,1,308.6,0
32.4,1231.2,5533.852627445348,1631.0,9.800000000000011,38,298.8,0,308.6,0
41.2,1648.0,6622.686753277524,1535.0,9.800000000000011,40,298.8,0,308.6,0
34.4,1444.8,5706.137568568212,1584.0,9.800000000000011,42,298.8,0,308.6,0
38.2,1680.8000000000002,6172.454638116058,1543.0,9.899999999999977,44,298.8,1,308.7,0
35.2,1654.4,6026.83134664666,1635.0,9.899999999999977,47,298.8,0,308.7,0
45.5,2229.5,6889.826848587775,1446.0,9.899999999999977,49,298.8,1,308.7,0
35.1,1825.2,5873.7101207106925,1598.0,9.800000000000011,52,298.8,1,308.6,0
35.0,1925.0,5501.452335211326,1501.0,9.800000000000011,55,298.8,0,308.6,0
50.8,2895.6,7713.657162114138,1450.0,9.699999999999989,57,298.8,0,308.5,0
25.9,1528.1,4692.178067646595,1730.0,9.800000000000011,59,298.8,0,308.6,0
33.7,2055.7000000000003,5544.1465793736115,1571.0,9.800000000000011,61,298.8,1,308.6,0
51.7,3308.8,7785.348306469058,1438.0,9.800000000000011,64,298.9,0,308.7,0
38.7,2554.2000000000003,6119.508329927558,1510.0,9.699999999999989,66,298.8,1,308.5,0
44.9,3098.1,6530.962719768213,1389.0,9.800000000000011,69,298.9,0,308.7,0
33.6,2385.6,5242.689820310647,1490.0,9.899999999999977,71,298.8,0,308.7,0
26.6,1941.8000000000002,4816.208145610321,1729.0,9.800000000000011,73,298.9,0,308.7,0
38.4,2880.0,6011.7517019094275,1495.0,9.800000000000011,75,299.0,0,308.8,0
53.9,4150.3,7230.469740016516,1281.0,9.900000000000034,77,298.9,0,308.8,0
48.1,3799.9,6815.088359358874,1353.0,9.800000000000011,79,298.9,2,308.7,0
50.1,4208.400000000001,7497.190956306291,1429.0,9.699999999999989,84,299.1,0,308.8,0
42.1,3620.6,6229.495488729736,1413.0,9.699999999999989,86,299.1,0,308.8,0
38.3,3370.3999999999996,6024.171464866619,1502.0,9.699999999999989,88,299.1,0,308.8,0
32.6,2934.0,5301.730818247111,1553.0,9.699999999999989,90,299.1,2,308.8,0
26.4,2508.0,4732.997828192238,1712.0,9.699999999999989,95,299.2,2,308.9,0
23.5,2350.0,4395.19284212724,1786.0,9.699999999999989,100,299.3,0,309.0,0
21.4,2182.7999999999997,4247.820730747342,1895.5,9.800000000000011,102,299.2,0,309.0,0
36.3,3775.2,5857.845077810063,1541.0,9.800000000000011,104,299.2,1,309.0,0
34.3,3670.1,5764.979598969949,1605.0,9.900000000000034,107,299.2,0,309.1,0
38.1,4152.900000000001,6295.94017335316,1578.0,9.900000000000034,109,299.2,0,309.1,0
37.5,4162.5,5654.8667764616275,1440.0,9.899999999999977,111,299.3,1,309.2,0
42.3,4822.2,6595.742360285234,1489.0,9.800000000000011,114,299.4,0,309.2,0
48.4,5614.4,6923.483777883233,1366.0,9.900000000000034,116,299.4,0,309.3,0
37.2,4389.6,6003.080906185521,1541.0,9.899999999999977,118,299.3,0,309.2,0
40.7,4884.0,6614.769939790477,1552.0,9.800000000000011,120,299.3,2,309.1,0
40.3,5037.5,6216.363631437731,1473.0,9.800000000000011,125,299.3,0,309.1,0
37.9,4813.3,6076.353318842746,1531.0,9.800000000000011,127,299.3,0,309.1,0
37.2,4798.8,5886.2136594719805,1511.0,9.899999999999977,129,299.3,0,309.2,0
47.9,6274.9,7268.294515565736,1449.0,9.800000000000011,131,299.3,1,309.1,0
50.0,6700.0,7539.822368615503,1440.0,9.700000000000045,134,299.4,1,309.1,0
23.9,3274.2999999999997,4707.770839183911,1881.0,9.800000000000011,137,299.2,1,309.0,0
50.4,7056.0,7637.086077170644,1447.0,9.699999999999989,140,299.3,0,309.0,0
62.0,8804.0,8609.22050789747,1326.0,9.700000000000045,142,299.4,1,309.1,0
31.7,4596.5,5334.623293330196,1607.0,9.800000000000011,145,299.4,0,309.2,0
39.1,5747.7,6350.635301452159,1551.0,9.800000000000011,147,299.3,0,309.1,0
37.2,5542.8,5827.78003611521,1496.0,9.800000000000011,149,299.3,0,309.1,0
38.0,5738.0,5941.170586958777,1493.0,9.800000000000011,151,299.3,0,309.1,0
50.5,7726.5,6896.005314139835,1304.0,9.700000000000045,153,299.4,0,309.1,0
41.6,6448.0,6186.0053744285415,1420.0,9.699999999999989,155,299.3,1,309.0,0
24.6,3886.8,4549.403153516451,1766.0,9.700000000000045,158,299.4,0,309.1,0
43.1,6896.0,6544.4610962031375,1450.0,9.599999999999966,160,299.6,0,309.2,0
22.6,3661.2000000000003,4430.39962379847,1872.0,9.699999999999989,162,299.5,2,309.2,0
26.5,4425.5,4753.700923779395,1713.0,9.599999999999966,167,299.6,0,309.2,0
40.9,6912.099999999999,6411.707862637944,1497.0,9.699999999999989,169,299.5,1,309.2,0
44.7,7688.400000000001,6328.675568803566,1352.0,9.700000000000045,172,299.4,1,309.1,0
41.5,7262.5,6514.458886361354,1499.0,9.699999999999989,175,299.5,0,309.2,0
19.3,3416.1,3830.9785095057814,1895.5,9.800000000000011,177,299.5,0,309.3,0
49.2,8806.800000000001,7326.445395583685,1422.0,9.800000000000011,179,299.5,0,309.3,0
41.5,7511.5,6618.759762460536,1523.0,9.800000000000011,181,299.5,0,309.3,0
41.5,7594.5,6792.594555959171,1563.0,9.899999999999977,183,299.5,0,309.4,0
46.6,8621.0,6787.997358709417,1391.0,9.900000000000034,185,299.4,0,309.3,0
24.7,4618.9,4642.907422862795,1795.0,9.800000000000011,187,299.3,0,309.1,0
53.7,10149.300000000001,7271.121948953969,1293.0,9.800000000000011,189,299.3,0,309.1,0
60.7,11593.7,8549.477887601703,1345.0,9.900000000000034,191,299.2,0,309.1,1
33.7,6504.1,5699.425032265043,1615.0,9.800000000000011,193,299.2,0,309.0,0
50.8,9906.0,7139.122697625636,1342.0,9.699999999999989,195,299.2,0,308.9,0
46.7,9199.900000000001,7345.399671260344,1502.0,9.699999999999989,197,299.1,0,308.8,0
35.4,7044.599999999999,6005.468516602248,1620.0,9.699999999999989,199,299.0,1,308.7,0
42.8,8645.599999999999,6888.84248288965,1537.0,9.699999999999989,202,299.0,0,308.7,0
16.8,3427.2000000000003,3334.7377699324934,1895.5,9.699999999999989,204,299.0,0,308.7,0
28.6,5891.6,5109.444403896392,1706.0,9.699999999999989,206,299.0,0,308.7,0
16.6,3452.8,3295.0385107666307,1895.5,9.699999999999989,208,299.0,0,308.7,0
48.6,0.0,7104.774617946389,1396.0,9.699999999999989,0,299.0,0,308.7,0
46.4,92.8,7395.392882354468,1522.0,9.700000000000045,2,298.9,0,308.6,0
45.4,181.6,7316.832122063699,1539.0,9.700000000000045,4,298.9,0,308.6,0
54.0,324.0,8001.636488693202,1415.0,9.600000000000023,6,298.9,2,308.5,0
37.0,407.0,5602.716338412037,1446.0,9.699999999999989,11,298.8,0,308.5,0
41.1,534.3000000000001,6395.717156031173,1486.0,9.800000000000011,13,298.8,1,308.6,0
38.6,617.6,5764.1523129045045,1426.0,9.699999999999989,16,299.0,0,308.7,0
38.9,700.1999999999999,5902.644189050254,1449.0,9.699999999999989,18,299.0,0,308.7,0
67.19999999999999,1343.9999999999998,9289.061158134298,1320.0,9.699999999999989,20,299.1,0,308.8,1
39.6,871.2,6000.567632062649,1447.0,9.699999999999989,22,299.2,1,308.9,0
47.3,1182.5,7043.513561201386,1422.0,9.699999999999989,25,299.3,0,309.0,0
52.1,1406.7,7632.80303918625,1399.0,9.800000000000011,27,299.3,0,309.1,0
41.5,1203.5,6201.556258063812,1427.0,9.800000000000011,29,299.4,0,309.2,0
46.3,1435.3,6467.931899161689,1334.0,9.899999999999977,31,299.3,1,309.2,0
45.6,1550.4,6613.680854337232,1385.0,9.800000000000011,34,299.3,1,309.1,0
37.4,1383.8,6078.4372419696265,1552.0,9.800000000000011,37,299.4,0,309.2,0
37.5,1462.5,6024.003913258428,1534.0,9.900000000000034,39,299.4,2,309.3,0
48.6,2138.4,7369.422383084793,1448.0,9.900000000000034,44,299.4,0,309.3,0
44.7,2056.2000000000003,6595.4910328729475,1409.0,9.800000000000011,46,299.5,0,309.3,0
34.5,1656.0,5856.399945189412,1621.0,9.800000000000011,48,299.4,0,309.2,0
40.9,2045.0,6625.859761857648,1547.0,9.700000000000045,50,299.4,2,309.1,0
22.1,1215.5,4386.768137827864,1895.5,9.700000000000045,55,299.4,0,309.1,0
14.2,809.4,2818.647400776274,1895.5,9.700000000000045,57,299.4,0,309.1,0
38.3,2259.7,6300.914361721344,1571.0,9.800000000000011,59,299.3,1,309.1,0
36.8,2281.6,6296.924539051285,1634.0,9.800000000000011,62,299.3,0,309.1,0
38.7,2476.8,6143.824257066343,1516.0,9.699999999999989,64,299.3,0,309.0,0
66.5,4389.0,8405.38350455705,1207.0,9.700000000000045,66,299.4,0,309.1,0
35.9,2441.2,6278.263478688962,1670.0,9.700000000000045,68,299.4,0,309.1,0
48.6,3402.0,7435.584324369394,1461.0,9.700000000000045,70,299.4,1,309.1,0
40.8,2978.3999999999996,6703.656067936044,1569.0,9.800000000000011,73,299.4,0,309.2,0
35.7,2677.5,5817.098621093005,1556.0,9.800000000000011,75,299.4,0,309.2,0
41.5,3195.5,6544.8799752236155,1506.0,9.800000000000011,77,299.5,1,309.3,0
30.3,2424.0,5210.080088566384,1642.0,9.799999999999955,80,299.6,1,309.4,0
62.1,5154.3,8343.47318533031,1283.0,9.799999999999955,83,299.6,1,309.4,0
46.8,4024.7999999999997,6738.7162419501055,1375.0,9.800000000000011,86,299.7,2,309.5,0
39.9,3630.9,5845.4672027549195,1399.0,9.699999999999989,91,299.7,0,309.4,0
29.8,2771.4,5149.07035923367,1650.0,9.699999999999989,93,299.7,0,309.4,0
53.2,5054.0,7498.688448804501,1346.0,9.800000000000011,95,299.8,1,309.6,0
51.2,5017.6,7559.928561598478,1410.0,9.700000000000045,98,299.9,2,309.6,0
37.8,3893.3999999999996,6278.033095227698,1586.0,9.699999999999989,103,300.0,0,309.7,0
39.6,4158.0,5689.5499593572595,1372.0,9.800000000000011,105,300.0,0,309.8,0
42.4,4536.8,6788.939836505495,1529.0,9.699999999999989,107,300.0,2,309.7,0
28.6,3203.2000000000003,4947.71521408959,1652.0,9.699999999999989,112,300.0,1,309.7,0
39.8,4577.0,6385.140460764086,1532.0,9.699999999999989,115,300.1,0,309.8,0
32.0,3744.0,5207.5039825904405,1554.0,9.699999999999989,117,300.0,0,309.7,0
51.0,6069.0,7808.1143812320715,1462.0,9.700000000000045,119,299.9,2,309.6,0
61.3,7601.2,8049.82851999927,1254.0,9.700000000000045,124,299.9,0,309.6,0
49.7,6262.200000000001,6734.715947304535,1294.0,9.700000000000045,126,299.9,0,309.6,0
27.5,3520.0,5007.960489209929,1739.0,9.699999999999989,128,299.8,0,309.5,0
47.8,6214.0,7067.9132641442675,1412.0,9.599999999999966,130,299.8,1,309.4,0
56.2,7474.6,8074.563326158534,1372.0,9.600000000000023,133,299.9,1,309.5,0
46.7,6351.200000000001,6944.385841005118,1420.0,9.699999999999989,136,299.8,2,309.5,0
40.3,5682.299999999999,6507.5578544989685,1542.0,9.699999999999989,141,299.8,0,309.5,0
48.1,6878.3,7056.865329979145,1401.0,9.599999999999966,143,299.8,1,309.4,0
42.5,6205.0,6720.390284804165,1510.0,9.599999999999966,146,299.8,0,309.4,0
38.5,5698.0,6237.056255049376,1547.0,9.600000000000023,148,299.9,2,309.5,0
43.2,6609.6,6573.217140958996,1453.0,9.699999999999989,153,299.8,1,309.5,0
45.6,7113.6,6723.510933506732,1408.0,9.599999999999966,156,299.8,0,309.4,0
51.6,8152.8,7759.482526954502,1436.0,9.599999999999966,158,299.8,0,309.4,0
38.2,6112.0,6328.466129293327,1582.0,9.600000000000023,160,299.9,1,309.5,0
59.3,9665.9,7948.648292602655,1280.0,9.700000000000045,163,299.9,0,309.6,0
20.4,3365.9999999999995,4049.3244349180272,1895.5,9.600000000000023,165,299.9,0,309.5,0
23.5,3924.5,4360.740042692872,1772.0,9.600000000000023,167,299.9,0,309.5,0
26.1,4410.900000000001,4862.33719774053,1779.0,9.600000000000023,169,299.9,0,309.5,0
35.5,6070.5,5825.402897673994,1567.0,9.600000000000023,171,299.9,0,309.5,0
27.0,4671.0,4950.835862792154,1751.0,9.599999999999966,173,299.8,1,309.4,0
51.3,9028.8,7246.994517374398,1349.0,9.600000000000023,176,299.9,0,309.5,0
40.8,7262.4,6088.406562657018,1425.0,9.5,178,300.0,1,309.5,0
44.5,8054.5,6500.740598440679,1395.0,9.399999999999977,181,300.0,0,309.4,0
32.1,5874.3,5361.59910224902,1595.0,9.5,183,299.8,2,309.3,0
56.4,10603.199999999999,7624.896697674714,1291.0,9.5,188,299.8,0,309.3,0
42.8,8131.999999999999,6763.34632835425,1509.0,9.5,190,299.9,1,309.4,0
38.1,7353.3,5916.907019697553,1483.0,9.5,193,299.9,1,309.4,0
31.1,6095.6,5275.9907024386985,1620.0,9.400000000000034,196,299.9,0,309.3,0
42.2,8355.6,6571.311241415818,1487.0,9.5,198,299.9,1,309.4,0
15.9,3195.9,3156.09110368611,1895.5,9.599999999999966,201,299.8,0,309.4,0
27.7,5623.099999999999,4905.146633633447,1691.0,9.5,203,299.7,2,309.2,0
35.2,7321.6,6130.043137292596,1663.0,9.5,208,299.8,1,309.3,0
31.1,6562.1,5341.126390123127,1640.0,9.5,211,299.8,1,309.3,0
37.8,8089.2,5913.85967482357,1494.0,9.600000000000023,214,299.7,2,309.3,0
46.2,10117.800000000001,7097.423291136989,1467.0,9.599999999999966,219,299.8,0,309.4,0
41.9,9259.9,6138.473077579728,1399.0,9.600000000000023,221,299.7,1,309.3,1
42.6,0.0,6446.233965900896,1445.0,9.600000000000023,0,299.7,0,309.3,0
40.9,81.8,6338.896216903245,1480.0,9.599999999999966,2,299.8,0,309.4,0
37.2,148.8,6022.558780637777,1546.0,9.600000000000023,4,299.7,0,309.3,0
35.8,214.79999999999998,5900.874425188732,1574.0,9.600000000000023,6,299.7,0,309.3,0
34.2,273.6,5701.613675147044,1592.0,9.600000000000023,8,299.7,0,309.3,0
39.6,396.0,6199.6189425940975,1495.0,9.699999999999989,10,299.8,0,309.5,0
43.1,517.2,6530.920831866166,1447.0,9.800000000000011,12,299.8,0,309.6,0
44.4,621.6,6862.746319913831,1476.0,9.699999999999989,14,299.8,0,309.5,0
27.1,433.6,4657.002701901902,1641.0,9.699999999999989,16,299.8,0,309.5,0
32.2,579.6,5209.703097447955,1545.0,9.699999999999989,18,299.8,0,309.5,0
44.4,888.0,6341.995921654787,1364.0,9.700000000000045,20,299.9,1,309.6,0
28.5,655.5,4745.375703247382,1590.0,9.699999999999989,23,299.8,0,309.5,0
37.4,935.0,5718.117508553902,1460.0,9.599999999999966,25,299.8,0,309.4,0
32.5,877.5,5476.057794594808,1609.0,9.599999999999966,27,299.8,0,309.4,0
27.5,797.5,4702.702403036121,1633.0,9.599999999999966,29,299.8,0,309.4,0
52.8,1636.8,7453.3657387887115,1348.0,9.5,31,299.9,0,309.4,0
53.9,1778.7,7461.889926855452,1322.0,9.5,33,299.9,0,309.4,0
30.1,1053.5,5172.5380563559875,1641.0,9.5,35,300.0,0,309.5,0
26.0,962.0,4704.849158016074,1728.0,9.5,37,300.0,0,309.5,0
47.7,1860.3000000000002,7148.03434878632,1431.0,9.600000000000023,39,300.0,0,309.6,0
30.4,1246.3999999999999,5224.091591801394,1641.0,9.599999999999966,41,300.1,0,309.7,0
36.1,1552.3,6131.781485227582,1622.0,9.5,43,300.1,1,309.6,0
38.0,1748.0,6466.44487863899,1625.0,9.5,46,300.1,1,309.6,0
22.7,1112.3,4442.871746633221,1869.0,9.5,49,300.0,0,309.5,0
46.0,2346.0,6994.441883952315,1452.0,9.600000000000023,51,300.0,0,309.6,0
28.7,1521.1,4862.829380589593,1618.0,9.600000000000023,53,300.0,0,309.6,0
20.0,1100.0,3969.925916586302,1895.5,9.399999999999977,55,300.0,0,309.4,0
60.9,3471.2999999999997,8692.441297291061,1363.0,9.5,57,299.9,0,309.4,0
40.4,2383.6,6231.788851366857,1473.0,9.400000000000034,59,299.9,0,309.3,0
50.8,3098.7999999999997,7091.244825584928,1333.0,9.300000000000011,61,299.9,0,309.2,0
25.9,1631.6999999999998,4773.545317374571,1760.0,9.399999999999977,63,299.8,0,309.2,0
58.2,3783.0,8361.914334206882,1372.0,9.399999999999977,65,299.8,1,309.2,0
34.4,2339.2,5792.594198395003,1608.0,9.5,68,299.7,1,309.2,0
64.8,4600.8,8998.024014705741,1326.0,9.5,71,299.7,0,309.2,0
37.1,2708.3,6060.760547305428,1560.0,9.5,73,299.6,1,309.1,0
36.1,2743.6,5818.009682962545,1539.0,9.399999999999977,76,299.6,1,309.0,0
15.3,1208.7,3036.9933261885208,1895.5,9.5,79,299.6,0,309.1,0
35.8,2899.7999999999997,6152.055229818748,1641.0,9.5,81,299.6,0,309.1,0
39.2,3253.6000000000004,6461.2926666871035,1574.0,9.5,83,299.6,0,309.1,0
50.6,4301.0,7455.439189940081,1407.0,9.5,85,299.6,0,309.1,0
55.5,4828.5,7567.154224701734,1302.0,9.5,87,299.7,2,309.2,0
30.8,2833.6,5325.083323638795,1651.0,9.599999999999966,92,299.6,1,309.2,0
55.2,5244.0,7896.204639238729,1366.0,9.5,95,299.6,1,309.1,0
28.6,2802.8,5094.46947891428,1701.0,9.5,98,299.5,1,309.0,0
44.6,4504.6,6996.410615348565,1498.0,9.5,101,299.5,0,309.0,0
45.3,4665.9,6745.690577641075,1422.0,9.600000000000023,103,299.5,1,309.1,0
47.3,5013.799999999999,6721.552674085993,1357.0,9.600000000000023,106,299.5,0,309.1,0
29.2,3153.6,5167.71047564497,1690.0,9.699999999999989,108,299.5,0,309.2,0
39.1,4301.0,6383.391640853589,1559.0,9.599999999999966,110,299.6,0,309.2,0
32.4,3628.7999999999997,5269.204862306944,1553.0,9.699999999999989,112,299.6,1,309.3,0
34.8,4001.9999999999995,5677.737570979761,1558.0,9.699999999999989,115,299.6,0,309.3,0
51.9,6072.3,7402.409105947486,1362.0,9.699999999999989,117,299.7,0,309.4,0
42.7,5081.3,6573.154309105925,1470.0,9.5,119,299.8,1,309.3,0
34.8,4245.599999999999,5666.804828545268,1555.0,9.599999999999966,122,299.8,0,309.4,0
42.9,5319.599999999999,6392.795474863334,1423.0,9.599999999999966,124,299.8,1,309.4,0
38.5,4889.5,5781.472960401296,1434.0,9.600000000000023,127,299.7,0,309.3,0
25.5,3289.5,4750.559331125805,1779.0,9.600000000000023,129,299.7,0,309.3,0
54.6,7152.6,8101.9789580488605,1417.0,9.600000000000023,131,299.7,0,309.3,0
45.9,6104.7,6849.457382989146,1425.0,9.599999999999966,133,299.6,0,309.2,0
32.9,4441.5,5502.112069668579,1597.0,9.5,135,299.7,1,309.2,0
57.4,7921.2,8090.69016844696,1346.0,9.5,138,299.7,0,309.2,0
40.4,5656.0,6016.024267918309,1422.0,9.5,140,299.7,0,309.2,0
32.8,4657.599999999999,5399.518125577849,1572.0,9.5,142,299.7,2,309.2,0
45.4,6673.8,6713.038957994765,1412.0,9.5,147,299.7,0,309.2,0
36.4,5423.599999999999,6007.39536009645,1576.0,9.400000000000034,149,299.7,1,309.1,0
41.2,6262.400000000001,6506.196497682414,1508.0,9.400000000000034,152,299.7,1,309.1,0
44.4,6882.0,6955.737462460088,1496.0,9.300000000000011,155,299.8,1,309.1,0
35.4,5593.2,5827.528708702922,1572.0,9.399999999999977,158,299.8,0,309.2,0
42.8,6848.0,6835.058416660192,1525.0,9.399999999999977,160,299.6,0,309.0,0
51.9,8407.8,7489.368390598851,1378.0,9.399999999999977,162,299.6,0,309.0,0
51.4,8429.6,7368.77312060305,1369.0,9.5,164,299.6,0,309.1,0
45.3,7519.799999999999,7001.856042614787,1476.0,9.5,166,299.6,0,309.1,0
30.0,5040.0,5089.380098815464,1620.0,9.5,168,299.7,0,309.2,0
38.5,6545.0,6462.832047087362,1603.0,9.400000000000034,170,299.7,1,309.1,0
46.1,7975.3,6811.716383244021,1411.0,9.5,173,299.7,0,309.2,0
31.6,5530.0,5347.5771270384985,1616.0,9.5,175,299.7,0,309.2,0
35.1,6212.7,5995.007013065795,1631.0,9.5,177,299.7,0,309.2,0
28.9,5173.099999999999,5099.485555184512,1685.0,9.5,179,299.7,1,309.2,1
40.6,7389.2,6190.361716241519,1456.0,9.5,182,299.7,2,309.2,0
50.1,9368.7,7434.23343952835,1417.0,9.400000000000034,187,299.7,0,309.1,0
24.7,4668.3,4787.755788144308,1851.0,9.400000000000034,189,299.7,1,309.1,0
27.8,5337.6,4992.723764840019,1715.0,9.400000000000034,192,299.7,0,309.1,0
32.3,6266.2,5513.390387294966,1630.0,9.5,194,299.6,2,309.1,0
38.8,7721.2,6005.300964994056,1478.0,9.5,199,299.7,0,309.2,0
29.6,5949.6,5520.5741624961765,1781.0,9.5,201,299.7,0,309.2,0
36.1,7328.3,5439.971366980573,1439.0,9.399999999999977,203,299.8,0,309.2,0
45.3,9286.5,6698.252528571869,1412.0,9.5,205,299.7,1,309.2,0
41.1,8548.800000000001,6382.8052102249185,1483.0,9.400000000000034,208,299.7,0,309.1,0
