rotational_speed_[rpm],tool_wear_[min],air_temperature_[k],type,twf,pwf,process_temperature_[k],hdf,rnf,osf
1475.0,20,303.2,2,0,0,311.2,0,0,0
1396.0,112,301.5,1,0,0,311.1,0,0,0
1463.0,183,297.4,1,0,0,309.1,0,0,0
1473.0,107,298.0,0,0,0,308.3,0,0,0
1525.0,4,300.4,0,0,0,309.5,0,0,0
1351.0,102,298.1,0,0,0,308.9,0,0,0
1506.0,208,298.0,0,0,0,308.7,0,0,0
1281.0,61,302.3,0,0,0,311.8,0,0,0
1457.0,175,298.4,0,0,0,309.7,0,0,0
1488.0,148,299.2,0,0,0,308.5,0,0,0
1374.0,136,303.8,1,0,0,312.7,0,0,0
1605.0,86,302.9,0,0,0,312.2,0,0,0
1890.0,173,298.8,0,0,0,309.6,0,0,0
1391.0,101,303.6,0,0,0,312.0,0,0,0
1597.0,213,298.6,0,0,0,309.8,0,0,0
1365.0,73,297.9,0,0,0,307.8,0,0,0
1517.0,107,301.2,0,0,0,310.7,0,0,0
1530.0,184,298.1,2,0,0,308.3,0,0,0
1342.0,60,301.0,0,0,0,311.3,0,0,0
1899.5,181,297.7,0,0,0,308.2,0,0,0
1324.0,228,303.2,0,0,0,311.4,0,0,0
1582.0,161,297.4,1,0,0,308.7,0,0,0
1664.0,67,297.4,0,0,0,308.4,0,0,0
1471.0,141,298.6,0,0,0,309.4,0,0,0
1435.0,173,302.9,0,0,0,312.3,0,0,0
1526.0,160,298.0,2,0,0,308.6,0,0,0
1561.0,48,300.7,0,0,0,310.5,0,0,0
1449.0,169,300.6,1,0,0,309.9,0,0,0
1548.0,21,301.7,0,0,0,311.0,0,0,0
1539.0,13,302.0,0,0,0,310.9,0,0,0
1424.0,144,302.6,0,0,0,311.0,0,0,0
1483.0,96,299.0,0,0,0,310.4,0,0,0
1393.0,56,297.5,2,0,0,308.5,0,0,0
1559.0,54,298.1,0,0,0,309.0,0,0,0
1539.0,4,298.9,0,0,0,308.6,0,0,0
1316.0,197,303.7,1,0,0,312.7,0,0,0
1479.0,58,298.4,2,0,0,308.4,0,0,0
1594.0,143,301.0,1,0,0,309.8,0,0,0
1401.0,118,302.3,0,0,0,311.2,0,0,0
1676.0,22,298.1,0,0,0,308.5,0,0,0
1435.0,143,299.6,1,0,0,309.1,0,0,0
1743.0,134,298.4,0,0,0,307.9,0,0,0
1705.0,84,299.0,1,0,0,310.1,0,0,0
1605.0,128,296.7,0,0,0,307.8,0,0,0
1485.0,74,298.8,0,0,0,309.8,0,0,0
1362.0,70,301.6,0,0,0,310.1,0,0,0
1450.0,85,299.1,0,0,0,310.4,0,0,0
1493.0,137,302.5,0,0,0,311.1,0,0,0
1486.0,78,297.5,1,0,0,308.6,0,0,0
1468.0,0,297.3,0,0,0,308.1,0,0,0
1565.0,194,296.5,1,0,0,307.4,0,0,0
1899.5,158,298.1,1,0,0,309.0,0,0,0
1335.0,194,300.7,0,0,0,311.9,0,0,0
1183.0,170,300.2,1,0,0,309.7,0,0,0
1517.0,107,300.8,0,0,0,312.5,0,0,0
1371.0,201,298.7,0,0,0,309.9,0,0,0
1536.0,31,301.3,0,0,0,310.7,0,0,0
1376.0,119,300.8,0,0,0,312.6,0,0,0
1679.0,167,298.4,1,0,0,309.7,0,0,0
1461.0,49,301.8,0,0,0,310.7,0,0,0
1418.0,69,300.7,0,0,0,312.3,0,0,0
1476.0,31,297.5,1,0,0,308.3,0,0,0
1487.0,140,299.2,0,0,0,308.5,0,0,0
1491.0,115,299.3,0,0,0,309.0,0,0,0
1482.0,39,297.6,1,0,0,308.6,0,0,0
1460.0,181,300.9,0,0,0,309.7,0,0,0
1608.0,135,297.7,2,0,0,309.4,0,0,0
1610.0,194,298.4,0,0,0,309.2,0,0,0
1430.0,178,301.4,0,0,0,310.4,0,0,0
1563.0,19,299.3,1,0,0,310.5,0,0,0
1421.0,94,301.6,1,0,0,310.7,0,0,0
1766.0,96,298.3,1,0,0,308.0,0,0,0
1477.0,2,297.3,2,0,0,308.1,0,0,0
1614.0,62,297.9,1,0,0,309.1,0,0,0
1447.0,129,297.4,0,0,0,308.8,0,0,0
1740.0,136,297.7,0,0,0,308.4,0,0,0
1578.0,71,298.5,0,0,0,309.4,0,0,0
1458.0,14,297.7,0,0,0,308.9,0,0,0
1349.0,104,298.3,1,0,0,308.8,0,0,0
1706.0,111,296.8,0,0,0,307.9,0,0,0
1675.0,12,301.3,0,0,0,311.2,0,0,0
1899.5,53,300.6,0,0,0,310.6,0,0,0
1504.0,20,298.5,0,0,0,308.3,0,0,0
1587.0,30,298.0,1,0,0,308.1,0,0,0
1778.0,215,300.7,1,0,0,310.6,0,0,0
1359.0,146,300.9,0,0,0,312.1,0,0,0
1451.0,119,303.6,0,0,0,312.3,0,0,0
1386.0,35,297.4,0,0,0,308.2,0,0,0
1586.0,129,304.1,1,0,0,313.2,0,0,0
1404.0,33,298.6,1,0,0,309.5,0,0,0
1638.0,198,302.5,1,0,0,311.1,0,0,0
1373.0,201,299.0,0,0,0,309.9,0,0,0
1375.0,161,302.4,1,0,0,310.3,0,0,0
1566.0,7,304.1,0,0,0,313.0,0,0,0
1476.0,20,302.3,0,0,0,311.4,0,0,0
1410.0,99,300.6,0,0,0,309.4,0,0,0
1623.0,74,297.5,0,0,0,309.3,0,0,0
1412.0,218,298.3,0,0,0,308.1,0,0,0
1168.0,172,296.2,1,0,0,307.2,0,0,0
1532.0,194,300.3,0,0,0,309.2,0,0,0
1541.0,109,299.4,1,0,0,308.6,0,0,0
1598.0,139,299.8,0,0,0,309.6,0,0,0
1468.0,34,300.5,1,0,0,311.3,0,0,0
1511.0,107,303.1,0,0,0,312.9,0,0,0
1453.0,105,297.2,2,0,0,308.3,0,0,0
1498.0,101,299.5,0,0,0,309.0,0,0,0
1375.0,157,298.7,1,0,0,309.4,0,0,0
1298.0,57,302.5,1,0,0,311.9,0,0,0
1688.0,202,298.2,0,0,0,308.3,0,0,0
1367.0,47,298.5,1,0,0,308.7,0,0,0
1498.0,15,296.3,1,0,0,307.3,0,0,0
1336.0,187,302.8,2,0,0,312.3,0,0,0
1419.0,91,299.0,0,0,0,309.4,0,0,0
1345.0,71,300.1,1,0,0,310.3,0,0,0
1483.0,153,299.0,0,0,0,310.3,0,0,0
1544.0,109,296.9,1,0,0,307.8,0,0,0
1530.0,23,298.9,0,0,0,308.8,0,0,0
1576.0,188,299.9,1,0,0,310.4,0,0,0
1467.0,86,302.0,0,0,0,310.6,0,0,0
1694.0,195,298.7,0,0,0,308.4,0,0,0
1356.0,126,300.1,0,0,0,310.5,0,0,0
1704.0,159,300.9,1,0,0,311.5,0,0,0
1800.0,128,299.4,0,0,0,309.0,0,0,0
1521.0,174,302.5,1,0,0,312.0,0,0,0
1565.0,183,301.1,0,0,0,311.0,0,0,0
1258.0,139,297.6,0,0,0,308.0,0,0,0
1741.0,60,296.9,0,0,0,308.1,0,0,0
1496.0,79,302.6,1,0,0,312.0,0,0,0
1412.0,111,297.4,0,0,0,308.3,0,0,0
1517.0,18,297.4,1,0,0,308.4,0,0,0
1507.0,191,298.4,1,0,0,309.0,0,0,0
1557.0,86,298.5,1,0,0,309.7,0,0,0
1504.0,107,302.3,1,0,0,311.7,0,0,0
1597.0,112,297.5,0,0,0,308.5,0,0,0
1403.0,174,300.7,2,0,0,309.6,0,0,0
1598.0,44,299.0,1,0,0,310.2,0,0,0
1390.0,215,299.3,1,0,0,308.7,0,0,0
1483.0,108,300.2,2,0,0,309.7,0,0,0
1512.0,138,297.8,2,0,0,308.4,0,0,0
1335.0,168,298.4,0,0,0,309.2,0,0,0
1490.0,154,297.6,1,0,0,308.5,0,0,0
1812.0,174,298.9,1,0,0,309.0,0,0,0
1433.0,86,301.4,0,0,0,310.4,0,0,0
1462.0,68,300.6,1,0,0,310.5,0,0,0
1446.0,172,297.7,0,0,0,308.2,0,0,0
1472.0,73,301.0,0,0,0,311.3,0,0,0
1309.0,119,298.9,0,0,0,309.9,0,0,0
1515.0,170,301.0,1,0,0,310.9,0,0,0
1589.0,201,300.4,0,0,0,311.8,0,0,0
1899.5,166,297.2,2,0,0,308.5,0,0,0
1432.0,64,296.5,2,0,0,307.4,0,0,0
1406.0,14,300.3,0,0,0,311.7,0,0,0
1448.0,72,302.6,0,0,0,311.9,0,0,0
1620.0,5,298.0,0,0,0,308.2,0,0,0
1474.0,53,301.5,0,0,0,310.4,0,0,0
1467.0,193,299.8,2,0,0,309.0,0,0,0
1466.0,112,300.5,0,0,0,311.4,0,0,0
1361.0,172,298.6,0,0,0,308.2,0,0,0
1542.0,101,301.9,0,0,0,310.9,0,0,0
1456.0,208,302.5,0,0,0,312.0,0,0,0
1640.0,191,300.2,0,0,0,311.7,0,0,0
1453.0,9,295.5,1,0,0,305.9,0,0,0
1729.0,189,297.5,0,0,0,308.9,0,0,0
1445.0,55,298.0,1,0,0,309.9,0,0,0
1475.0,98,304.2,0,0,0,313.4,0,0,0
1679.0,181,298.9,1,0,0,308.9,0,0,0
1389.0,184,300.2,0,0,0,310.0,0,0,0
1440.0,140,300.9,0,0,0,310.3,0,0,0
1435.0,149,302.3,1,0,0,311.1,0,0,0
1629.0,74,302.9,0,0,0,312.5,0,0,0
1489.0,96,297.0,0,0,0,308.1,0,0,0
1620.0,143,297.4,1,0,0,308.1,0,0,0
1432.0,195,302.4,1,0,0,311.1,0,0,0
1458.0,15,298.4,2,0,0,308.3,0,0,0
1899.5,31,298.2,0,0,0,308.7,0,0,0
1560.0,181,298.2,1,0,0,308.3,0,0,0
1544.0,113,298.6,0,0,0,309.8,0,0,0
1570.0,31,300.3,0,0,0,309.9,0,0,0
1442.0,5,299.5,0,0,0,309.3,0,0,0
1558.0,207,302.3,1,0,0,310.9,0,0,0
1576.0,149,299.7,1,0,0,309.1,0,0,0
1497.0,28,302.1,1,0,0,311.3,0,0,0
1584.0,135,297.1,0,0,0,307.8,0,0,0
1268.0,161,300.9,1,0,0,310.7,0,0,0
1553.0,90,299.1,2,0,0,308.8,0,0,0
1899.5,86,298.2,1,0,0,308.5,0,0,0
1336.0,31,297.9,0,0,0,309.8,0,0,0
1613.0,97,301.6,0,0,0,310.6,0,0,0
1286.0,55,297.9,0,0,0,307.8,0,0,0
1557.0,174,297.4,0,0,0,307.9,0,0,0
1318.0,128,300.7,0,0,0,311.0,0,0,0
1446.0,5,302.4,0,0,0,311.1,0,0,0
1344.0,114,298.5,1,0,0,308.6,0,0,0
1618.0,59,301.8,1,0,0,310.8,0,0,0
1356.0,149,300.1,0,0,0,311.4,0,0,0
1494.0,198,302.8,0,0,0,312.3,0,0,0
1511.0,197,302.6,0,0,0,310.5,0,0,0
1372.0,142,300.9,0,0,0,312.4,0,0,0
1515.0,55,296.7,1,0,0,307.5,0,0,0
1496.0,60,299.1,0,0,0,310.5,0,0,0
1490.0,124,298.8,0,0,0,309.8,0,0,0
1377.0,61,304.0,1,0,0,313.0,0,0,0
1367.0,193,301.5,0,0,0,310.8,0,0,0
1481.0,197,303.9,0,0,0,313.2,0,0,0
1751.0,133,301.8,0,0,0,310.7,0,0,0
1418.0,221,300.1,1,0,0,309.2,0,0,0
1566.0,218,302.0,0,0,0,311.0,0,0,0
1617.0,207,302.8,0,0,0,310.6,0,0,0
1815.0,66,297.6,1,0,0,309.0,0,0,0
1609.0,103,298.4,0,0,0,308.6,0,0,0
1423.0,67,300.0,1,0,0,309.6,0,0,0
1305.0,155,297.9,0,0,0,308.5,0,0,0
1614.0,196,298.1,0,0,0,307.9,0,0,0
1462.0,7,299.5,0,0,0,309.3,0,0,0
1404.0,193,303.5,0,0,0,312.3,0,0,0
1504.0,129,300.9,0,0,0,310.6,0,0,0
1681.0,197,299.9,0,0,0,310.1,0,0,0
1568.0,49,301.2,0,0,0,310.7,0,0,0
1523.0,112,299.2,1,0,0,308.8,0,0,0
1321.0,134,302.3,0,0,0,310.1,0,0,0
1551.0,125,297.3,0,0,0,308.7,0,0,0
1367.0,45,300.6,1,0,0,309.4,0,0,0
1486.0,39,299.1,0,0,0,310.1,0,0,0
1681.0,84,298.2,1,0,0,307.7,0,0,0
1504.0,37,299.2,1,0,0,310.4,0,0,0
1404.0,90,304.0,0,0,0,313.1,0,0,0
1677.0,21,297.3,1,0,0,308.2,0,0,0
1701.0,46,302.1,2,0,0,311.6,0,0,0
1402.0,23,303.5,1,0,0,312.7,0,0,0
1717.0,27,301.9,0,0,0,310.7,0,0,0
1349.0,226,299.2,1,0,0,310.0,0,0,0
1784.0,163,298.0,1,0,0,307.5,0,0,0
1307.0,44,303.4,1,0,0,311.4,0,0,0
1821.0,202,300.3,0,0,0,311.7,0,0,0
1742.0,117,298.9,0,0,0,308.5,0,0,0
1633.0,213,297.5,0,0,0,308.4,0,0,0
1516.0,119,301.3,0,0,0,310.7,0,0,0
1654.0,13,298.5,0,0,0,308.2,0,0,0
1703.0,147,298.3,0,0,0,307.9,0,0,0
1684.0,44,298.6,1,0,0,309.5,0,0,0
1411.0,110,298.2,1,0,0,307.8,0,0,0
1585.0,33,298.2,1,0,0,308.9,0,0,0
1412.0,155,300.7,0,0,0,309.9,0,0,0
1585.0,127,298.3,0,0,0,308.4,0,0,0
1493.0,43,297.4,0,0,0,308.3,0,0,0
1899.5,81,300.4,2,0,0,309.9,0,0,0
1379.0,166,302.1,1,0,0,310.1,0,0,0
1428.0,87,298.5,0,0,0,309.5,0,0,0
1570.0,147,303.8,2,0,0,312.9,0,0,0
1541.0,131,300.7,0,0,0,309.6,0,0,0
1278.0,2,297.6,2,0,0,309.6,0,0,0
1712.0,141,300.1,0,0,0,309.3,0,0,0
1481.0,85,301.3,1,0,0,310.5,0,0,0
1536.0,120,298.0,0,0,0,309.6,0,0,0
1496.0,154,300.4,0,0,0,309.9,0,0,0
1464.0,6,296.9,0,0,0,307.7,0,0,0
1634.0,62,299.3,0,0,0,309.1,0,0,0
1583.0,116,298.8,1,0,0,310.2,0,0,0
1442.0,52,303.8,0,0,0,312.9,0,0,0
1528.0,197,298.7,1,0,0,309.8,0,0,0
1395.0,157,300.7,0,0,0,312.1,0,0,0
1867.0,138,299.2,0,0,0,308.5,0,0,0
1899.5,102,298.5,0,0,0,309.7,0,0,0
1508.0,150,300.5,1,0,0,309.8,0,0,0
1458.0,175,300.3,1,0,0,309.1,0,0,0
1457.0,23,302.4,2,0,0,312.0,0,0,0
1293.0,189,299.3,0,0,0,309.1,0,0,0
1350.0,130,300.3,1,0,0,311.1,0,0,0
1353.0,97,303.1,0,0,0,312.7,0,0,0
1646.0,106,300.5,0,0,0,312.0,0,0,0
1477.0,177,297.1,0,0,0,307.8,0,0,0
1899.5,155,298.9,0,0,0,310.2,0,0,0
1325.0,28,299.1,0,0,0,308.3,0,0,0
1479.0,93,297.7,0,0,0,308.7,0,0,0
1720.0,106,304.0,0,0,0,313.1,0,0,0
1515.0,162,302.8,0,0,0,312.2,0,0,0
1580.0,55,299.0,0,0,0,310.1,0,0,0
1668.0,137,303.9,1,0,0,313.1,0,0,0
1616.0,20,297.7,2,0,0,309.7,0,0,0
1382.0,89,299.0,0,0,0,310.4,0,0,0
1899.5,137,301.9,0,0,0,310.7,0,0,0
1538.0,181,297.1,1,0,0,307.8,0,0,0
1444.0,161,299.0,0,0,0,310.1,0,0,0
1286.0,42,300.2,0,0,0,311.7,0,0,0
1499.0,211,298.4,1,0,0,308.2,0,0,0
1447.0,140,299.3,0,0,0,309.0,0,0,0
1435.0,152,301.6,2,0,0,310.8,0,0,0
1472.0,97,299.0,0,0,0,310.3,0,0,0
1398.0,202,302.2,1,0,0,311.4,0,0,0
1555.0,176,298.9,1,0,0,310.1,0,0,0
1873.0,99,302.2,1,0,0,311.2,0,0,0
1431.0,22,300.7,0,0,0,310.7,0,0,0
1499.0,3,300.7,1,0,0,311.7,0,0,0
1699.0,199,297.8,0,0,0,308.5,0,0,0
1501.0,4,302.7,0,0,0,310.6,0,0,0
1578.0,49,301.0,0,0,0,310.9,0,0,0
1753.0,40,298.7,0,0,0,309.9,0,0,0
1380.0,59,300.1,0,0,0,310.1,0,0,0
1619.0,129,297.3,0,0,0,308.7,0,0,0
1558.0,223,299.0,1,0,0,310.3,0,0,0
1336.0,179,302.7,0,0,0,312.2,0,0,0
1513.0,160,298.8,0,0,0,309.1,0,0,0
1425.0,90,298.8,1,0,0,308.5,0,0,0
1819.0,46,301.3,1,0,0,310.7,0,0,0
1462.0,81,302.4,0,0,0,311.0,0,0,0
1655.0,142,302.5,2,0,0,311.5,0,0,0
1407.0,111,301.1,2,0,0,310.6,0,0,0
1451.0,70,301.8,2,0,0,311.2,0,0,0
1574.0,6,299.7,0,0,0,309.3,0,0,0
1475.0,53,300.1,0,0,0,310.2,0,0,0
1699.0,87,299.0,0,0,0,310.1,0,0,0
1501.0,55,298.8,0,0,0,308.6,0,0,0
1599.0,216,300.1,0,0,0,309.2,0,0,0
1432.0,202,301.1,0,0,0,311.6,0,0,0
1404.0,152,303.1,2,0,0,312.6,0,0,0
1548.0,87,301.2,1,0,0,312.3,0,0,0
1526.0,205,300.8,1,0,0,310.3,0,0,0
1417.0,143,298.3,0,0,0,309.1,0,0,0
1405.0,80,301.9,1,0,0,310.7,0,0,0
1483.0,78,303.9,0,0,0,313.0,0,0,0
1374.0,159,298.8,0,0,0,309.5,0,0,0
1565.0,140,298.1,1,0,0,307.6,0,0,0
1456.0,75,298.3,0,0,0,309.2,0,0,0
1542.0,141,299.8,0,0,0,309.5,0,0,0
1456.0,122,297.3,1,0,0,308.6,0,0,0
1673.0,210,302.4,0,0,0,311.8,0,0,0
1550.0,148,300.5,0,0,0,309.8,0,0,0
1389.0,34,297.6,1,0,0,308.6,0,0,0
1686.0,150,302.4,0,0,0,310.8,0,0,0
1534.0,88,295.8,0,0,0,306.5,0,0,0
1709.0,27,300.3,0,0,0,311.6,0,0,0
1444.0,17,297.7,0,0,0,307.2,0,0,0
1640.0,79,297.6,2,0,0,308.3,0,0,0
1629.0,45,298.1,0,0,0,309.9,0,0,0
1522.0,133,303.6,0,0,0,313.0,0,0,0
1632.0,189,301.6,0,0,0,310.9,0,0,0
1243.0,194,298.8,1,0,0,310.1,0,0,0
1557.0,113,295.9,0,0,0,306.6,0,0,0
1397.0,110,298.4,0,0,0,309.5,0,0,0
1459.0,193,297.5,0,0,0,308.9,0,0,0
1352.0,91,297.3,0,0,0,308.7,0,0,0
1545.0,165,302.5,0,0,0,311.2,0,0,0
1486.0,122,301.1,0,0,0,312.3,0,0,0
1595.0,112,302.5,2,0,0,311.9,0,0,0
1643.0,145,299.6,0,0,0,309.4,0,0,0
1535.0,113,300.7,0,0,0,310.9,0,0,0
1364.0,63,298.4,0,0,0,308.2,0,0,0
1597.0,114,296.7,1,0,0,307.7,0,0,0
1381.0,201,302.0,1,0,0,310.5,0,0,0
1355.0,104,302.3,1,0,0,311.8,0,0,0
1811.0,209,303.7,0,0,0,313.0,0,0,0
1330.0,33,300.5,0,0,0,311.9,0,0,0
1539.0,72,297.6,0,0,0,308.8,0,0,0
1459.0,3,300.4,0,0,0,311.7,0,0,0
1487.0,152,298.8,0,0,0,310.0,0,0,0
1615.0,159,302.8,1,0,0,312.2,0,0,0
1393.0,80,303.5,0,0,0,313.0,0,0,0
1510.0,124,300.6,2,0,0,310.4,0,0,0
1777.0,0,300.5,0,0,0,309.5,0,0,0
1452.0,25,300.9,1,0,0,310.7,0,0,0
1563.0,100,297.5,2,0,0,309.3,0,0,0
1525.0,132,298.1,1,0,0,307.8,0,0,0
1881.0,102,300.0,2,0,0,310.4,0,0,0
1802.0,197,300.4,0,0,0,311.0,0,0,0
1560.0,26,300.1,0,0,0,309.4,0,0,0
1434.0,2,299.2,0,0,0,308.4,0,0,0
1555.0,166,300.5,1,0,0,309.8,0,0,0
1838.0,99,297.7,0,0,0,308.9,0,0,0
1891.0,158,298.4,2,0,0,308.1,0,0,0
1562.0,162,302.2,1,0,0,311.5,0,0,0
1677.0,191,299.6,0,0,0,309.4,0,0,0
1404.0,20,298.9,1,0,0,309.9,0,0,0
1261.0,98,300.7,0,0,0,310.1,0,0,0
1377.0,183,301.7,0,0,0,310.5,0,0,0
1477.0,144,302.5,0,0,0,310.9,0,0,0
1710.0,190,303.8,1,0,0,313.2,0,0,0
1899.5,176,301.3,1,0,0,310.0,0,0,0
1403.0,185,298.8,0,0,0,310.0,0,0,0
1492.0,7,302.4,1,0,0,312.1,0,0,0
1331.0,167,300.5,1,0,0,311.8,0,0,0
1446.0,134,299.4,0,0,0,308.7,0,0,0
1395.0,4,303.3,1,0,0,311.4,0,0,0
1473.0,116,301.0,0,0,0,310.9,0,0,0
1690.0,189,303.4,1,0,0,311.7,0,0,0
1678.0,114,297.6,0,0,0,308.5,0,0,0
1613.0,231,300.4,1,0,0,310.2,0,0,0
1430.0,2,297.5,2,0,0,308.8,0,0,0
1486.0,105,297.3,0,0,0,308.6,0,0,0
1381.0,33,301.3,0,0,0,310.8,0,0,0
1394.0,206,301.5,0,0,0,310.6,0,0,0
1441.0,208,301.7,0,0,0,311.0,0,0,0
1624.0,175,300.3,0,0,0,309.6,0,0,0
1689.0,145,297.2,0,0,0,308.1,0,0,0
1816.0,106,297.6,0,0,0,308.3,0,0,0
1496.0,80,299.3,1,0,0,308.5,0,0,0
1388.0,94,299.5,0,0,0,310.0,0,0,0
1767.0,105,300.8,0,0,0,312.4,0,0,0
1504.0,193,301.3,0,0,0,310.4,0,0,0
1479.0,182,297.6,1,0,0,308.9,0,0,0
1465.0,217,300.5,0,0,0,309.6,0,0,0
1721.0,170,300.7,0,0,0,310.1,0,0,0
1611.0,210,302.6,1,0,0,312.1,0,0,0
1307.0,86,302.5,0,0,0,310.2,0,0,0
1366.0,11,297.4,0,0,0,308.3,0,0,0
1493.0,87,301.7,0,0,0,310.7,0,0,0
1376.0,159,299.8,0,0,0,310.8,0,0,0
1899.5,95,300.7,0,0,0,310.8,0,0,0
1685.0,193,300.2,0,0,0,311.5,0,0,0
1583.0,25,299.0,0,0,0,308.7,0,0,0
1827.0,9,302.2,0,0,0,310.8,0,0,0
1524.0,196,299.8,0,0,0,310.3,0,0,0
1310.0,189,298.2,0,0,0,308.4,0,0,0
1512.0,184,303.7,0,0,0,312.4,0,0,0
1483.0,47,297.4,1,0,0,308.3,0,0,0
1510.0,152,301.6,1,0,0,310.9,0,0,0
1368.0,191,300.5,0,0,0,311.8,0,0,0
1343.0,28,300.1,1,0,0,311.5,0,0,0
1403.0,150,303.1,0,0,0,311.3,0,0,0
1547.0,81,301.1,1,0,0,310.5,0,0,0
1899.5,79,301.1,1,0,0,310.7,0,0,0
1497.0,58,303.4,0,0,0,311.6,0,0,0
1393.0,127,297.6,0,0,0,308.6,0,0,0
1536.0,217,296.8,0,0,0,308.0,0,0,0
1427.0,29,299.4,0,0,0,309.2,0,0,0
1619.0,142,303.8,0,0,0,312.5,0,0,0
1544.0,97,298.4,1,0,0,309.0,0,0,0
1430.0,49,298.0,0,0,0,307.7,0,0,0
1540.0,151,300.3,1,0,0,311.5,0,0,0
1336.0,2,303.2,1,0,0,311.5,0,0,0
1359.0,194,303.7,0,0,0,312.7,0,0,0
1345.0,126,303.6,0,0,0,312.5,0,0,0
1573.0,97,298.5,2,0,0,309.4,0,0,0
1489.0,109,298.0,0,0,0,308.8,0,0,0
1654.0,158,298.9,0,0,0,310.2,0,0,0
1422.0,63,303.4,1,0,0,312.9,0,0,0
1398.0,82,300.3,1,0,0,309.6,0,0,0
1331.0,81,298.8,0,0,0,308.6,0,0,0
1499.0,111,300.9,0,0,0,311.0,0,0,0
1264.0,57,301.0,0,0,0,312.2,0,0,0
1899.5,213,296.4,0,0,0,307.4,0,0,0
1454.0,35,296.3,1,0,0,307.2,0,0,0
1452.0,157,301.5,1,0,0,310.8,0,0,0
1444.0,3,300.3,1,0,0,309.8,0,0,0
1521.0,173,296.6,0,0,0,307.4,0,0,0
1485.0,38,298.6,0,0,0,308.4,0,0,0
1625.0,131,299.0,1,0,0,310.4,0,0,0
1423.0,124,303.7,0,0,0,313.1,0,0,0
1800.0,158,303.9,0,0,0,312.7,0,0,0
1432.0,137,299.4,0,0,0,309.1,0,0,0
1455.0,204,297.0,0,0,0,307.9,0,0,0
1591.0,119,302.6,1,0,0,311.0,0,0,0
1635.0,110,301.3,1,0,0,310.4,0,0,0
1527.0,99,298.0,0,0,0,309.2,0,0,0
1446.0,49,298.8,1,0,0,308.7,0,0,0
1499.0,137,302.3,0,0,0,310.7,0,0,0
1899.5,64,300.1,0,0,0,311.3,0,0,0
1623.0,154,299.0,2,0,0,308.5,0,0,0
1607.0,92,303.5,0,0,0,312.8,0,0,0
1662.0,162,300.2,2,0,0,311.6,0,0,0
1526.0,194,303.9,0,0,0,312.9,0,0,0
1495.0,52,302.0,0,0,0,310.9,0,0,0
1828.0,63,302.7,0,0,0,312.0,0,0,0
1437.0,55,300.6,0,0,0,309.5,0,0,0
1555.0,139,301.6,2,0,0,310.6,0,0,0
1363.0,26,303.4,0,0,0,312.7,0,0,0
1492.0,111,300.1,0,0,0,310.5,0,0,0
1469.0,13,299.0,0,0,0,309.0,0,0,0
1415.0,106,296.5,0,0,0,307.6,0,0,0
1516.0,83,297.4,2,0,0,309.3,0,0,0
1798.0,210,300.2,0,0,0,311.8,0,0,0
1498.0,176,299.8,1,0,0,311.1,0,0,0
1465.0,187,296.6,0,0,0,307.4,0,0,0
1596.0,87,298.2,0,0,0,309.0,0,0,0
1873.0,7,303.6,0,0,0,312.9,0,0,0
1694.0,121,299.8,1,0,0,310.6,0,0,0
1596.0,77,297.5,0,0,0,308.3,0,0,0
1572.0,126,298.1,1,0,0,309.1,0,0,0
1899.5,31,301.9,0,0,0,311.0,0,0,0
1477.0,53,296.2,1,0,0,307.3,0,0,0
1321.0,150,300.9,0,0,0,310.3,0,0,0
1573.0,193,302.4,0,0,0,311.0,0,0,0
1578.0,153,298.0,0,0,0,308.9,0,0,0
1501.0,192,298.8,1,0,0,310.1,0,0,0
1416.0,101,297.6,1,0,0,308.8,0,0,0
1524.0,161,298.2,1,0,0,309.2,0,0,0
1510.0,92,297.4,0,0,0,308.7,0,0,0
1568.0,172,301.0,0,0,0,310.9,0,0,0
1451.0,24,297.3,1,0,0,308.7,0,0,0
1520.0,48,302.8,0,0,0,312.1,0,0,0
1492.0,195,301.4,0,0,0,310.3,0,0,0
1598.0,124,301.8,0,0,0,309.7,0,0,0
1568.0,25,304.2,0,0,0,313.4,0,0,0
1434.0,108,299.0,0,0,0,308.6,0,0,0
1459.0,128,301.8,1,0,0,310.6,0,0,0
1570.0,0,302.2,0,0,0,311.3,0,0,0
1503.0,175,300.5,0,0,0,309.9,0,0,0
1450.0,80,300.7,0,0,0,310.7,0,0,0
1629.0,170,298.3,1,0,0,308.5,0,0,0
1632.0,17,298.9,2,0,0,308.4,0,0,0
1358.0,198,300.8,0,0,0,310.7,0,0,0
1546.0,121,301.8,1,0,0,309.8,0,0,0
1667.0,75,300.2,0,0,0,309.2,0,0,0
1287.0,54,303.4,0,0,0,312.3,0,0,0
1743.0,210,301.7,1,0,0,310.1,0,0,0
1483.0,97,300.6,2,0,0,310.0,0,0,0
1408.0,0,300.2,2,0,0,310.3,0,0,0
1473.0,184,298.4,0,0,0,308.3,0,0,0
1838.0,235,299.1,1,0,0,310.3,0,0,0
1630.0,92,299.0,0,0,0,309.9,0,0,0
1779.0,129,299.7,0,0,0,309.3,0,0,0
1410.0,23,297.3,0,0,0,308.3,0,0,0
1618.0,130,303.5,1,0,0,312.9,0,0,0
1447.0,198,303.8,2,0,0,312.5,0,0,0
1769.0,63,300.7,1,0,0,311.2,0,0,0
1704.0,61,298.1,0,0,0,308.0,0,0,0
1415.0,27,298.1,1,0,0,308.6,0,0,0
